392991828,33891487,1.0,1300000
392991828,31168297,1.0,1300000
392991828,101085,1.0,1300000
392991828,407761300,1.0,1300000
392991828,32432818,1.0,1300000
392991828,285177,1.0,1300000
392991828,149875,1.0,1300000
392991828,184408,1.0,1300000
392991828,29535956,1.0,1300000
392991828,28381289,1.0,1300000
392991828,185882,1.0,1300000
392991828,359939,1.0,1300000
392991828,31789164,1.0,1300000
392991828,33789691,1.0,1300000
392991828,29772419,1.0,1300000
392991828,28577127,1.0,1300000
392991828,31587571,1.0,1300000
392991828,30612309,1.0,1300000
392991828,105863,1.0,1300000
392991828,33872294,1.0,1300000
392991828,459555084,1.0,1300000
392991828,366409,1.0,1300000
392991828,27946227,1.0,1300000
392991828,81635,1.0,1300000
392991828,31421175,1.0,1300000
392991828,26619450,1.0,1300000
392991828,29747545,1.0,1300000
392991828,33314024,1.0,1300000
392991828,34586733,1.0,1300000
392991828,31587566,1.0,1300000
392991828,28535272,1.0,1300000
392991828,29019518,1.0,1300000
392991828,31445810,1.0,1300000
392991828,26619451,1.0,1300000
392991828,184567,1.0,1300000
392991828,28863164,1.0,1300000
392991828,29764306,1.0,1300000
392991828,29415010,1.0,1300000
392991828,33789671,1.0,1300000
392991828,184407,1.0,1300000
392991828,28953753,1.0,1300000
392991828,28971030,1.0,1300000
392991828,27904145,1.0,1300000
392991828,452804956,1.0,1300000
392991828,26217044,1.0,1300000
392991828,420500021,1.0,1300000
118663384,28406532,1.0,1300000
118663384,33337138,1.0,1300000
118663384,450226681,1.0,1300000
118663384,33241396,1.0,1300000
118663384,31473269,1.0,1300000
118663384,28949843,1.0,1300000
118663384,439139710,1.0,1300000
118663384,431610105,1.0,1300000
118663384,27906724,1.0,1300000
118663384,33314587,1.0,1300000
118663384,406086090,1.0,1300000
118663384,31134193,1.0,1300000
118663384,190042,1.0,1300000
118663384,447279735,1.0,1300000
118663384,431357712,1.0,1300000
118663384,440241144,1.0,1300000
118663384,421137034,1.0,1300000
118663384,418326546,1.0,1300000
